Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
assaré__ce,All,23651.0,0.0565,0.196,0.0909,0.0012,0.0493,0.7,1.0,0.0002,2007.97,0.622,6.86,1.05,1.05
assaí__pr,All,15270.0,0.145,0.196,0.0909,0.0317,0.0065,0.7,1.0,0.0017,62.42,1.59,17.54,0.494,0.494
assis__sp,All,105430.0,0.107,0.196,0.0909,0.0069,0.015,0.7,1.0,0.0005,1336.91,1.18,12.93,0.593,0.593
assis_brasil__ac,All,7491.0,0.139,0.196,0.0909,0.004,0.25,0.7,1.0,0.0002,689.26,1.53,17.04,0.917,0.917
assis_chateaubriand__pr,All,33696.0,0.14,0.196,0.0909,0.0031,0.0205,0.7,1.0,0.0005,345.93,1.54,16.89,0.311,0.311
assunção_do_piauí__pi,All,7924.0,0.466,0.196,0.0909,,0.0412,0.7,1.0,,280.91,5.13,56.44,0.261,0.261
astolfo_dutra__mg,All,14321.0,0.0758,0.196,0.0909,0.0043,0.118,0.7,1.0,0.0014,257.5,0.833,9.26,1.17,1.17
atalaia__al,All,47657.0,0.124,0.196,0.0909,0.0034,0.0256,0.7,1.0,0.0002,691.87,1.36,14.96,1.65,1.65
atalaia_do_norte__am,All,20120.0,0.221,0.196,0.0909,,0.0114,0.7,1.0,,4642.78,2.43,26.73,0.862,0.862
ataléia__mg,All,12997.0,0.0796,0.196,0.0909,0.0031,0.0629,0.7,1.0,0.0008,642.45,0.876,9.66,0.523,0.523
atibaia__sp,All,144189.0,0.128,0.196,0.0909,0.0058,0.0209,0.7,1.0,0.0005,1261.48,1.41,15.51,0.337,0.337
atilio_vivacqua__es,All,12055.0,0.186,0.196,0.0909,0.0022,0.25,0.7,1.0,0.0004,554.01,2.05,22.69,0.151,0.151
augustinópolis__to,All,18596.0,0.155,0.196,0.0909,0.0023,0.0421,0.7,1.0,0.0001,1079.41,1.71,18.78,0.551,0.551
augusto_corrêa__pa,All,46458.0,0.123,0.196,0.0909,0.0035,0.0104,0.7,1.0,0.0001,2892.31,1.35,14.9,0.455,0.455
aurelino_leal__ba,All,11646.0,0.105,0.196,0.0909,0.0013,0.0137,0.7,1.0,0.0002,756.89,1.16,12.75,0.569,0.569
auriflama__sp,All,15341.0,0.0199,0.196,0.0909,0.0041,0.0417,0.7,1.0,0.0011,554.01,0.219,2.45,1.72,1.72
aurora__ce,All,24901.0,0.184,0.196,0.0909,0.0046,0.0393,0.7,1.0,0.0014,603.43,2.03,22.32,0.365,0.365
aurora_do_pará__pa,All,31651.0,0.156,0.196,0.0909,0.0028,0.0275,0.7,1.0,0.0003,733.48,1.71,18.84,0.55,0.55
autazes__am,All,39961.0,0.241,0.196,0.0909,0.0021,0.0038,0.7,1.0,0.0001,4439.91,2.65,29.16,1.31,1.31
avaré__sp,All,91562.0,0.082,0.196,0.0909,0.01,0.007,0.7,1.0,0.0006,606.03,0.902,9.92,1.37,1.37
aveiro__pa,All,16552.0,0.103,0.196,0.0909,0.004,0.0079,0.7,1.0,0.0004,819.31,1.13,12.43,0.6,0.6
avelino_lopes__pi,All,11402.0,0.198,0.196,0.0909,0.0078,0.115,0.7,1.0,0.0016,0.0,2.17,23.95,0.589,0.589
axixá__ma,All,12251.0,0.0968,0.196,0.0909,0.0049,0.201,0.7,1.0,0.0006,345.93,1.06,11.91,0.817,0.817
axixá_do_tocantins__to,All,9854.0,0.0595,0.196,0.0909,0.0047,0.107,0.7,1.0,0.0002,863.53,0.654,7.29,0.47,0.47
açailândia__ma,All,113569.0,0.133,0.196,0.0909,0.0032,0.0151,0.7,1.0,0.0001,4814.45,1.46,16.07,1.23,1.23
açu__rn,All,58597.0,0.253,0.196,0.0909,0.007,0.25,0.7,1.0,0.0008,0.0,2.78,30.75,1.11,1.11
açucena__mg,All,9565.0,0.123,0.196,0.0909,0.0049,0.0218,0.7,1.0,0.0003,130.05,1.35,14.88,0.518,0.518
bacabal__ma,All,105998.0,0.175,0.196,0.0909,0.0016,0.0057,0.7,1.0,0.0001,2764.86,1.93,21.18,0.996,0.996
bacabeira__ma,All,17226.0,0.127,0.196,0.0909,0.0013,0.0271,0.7,1.0,0.0,171.67,1.4,15.37,1.52,1.52
bacuri__ma,All,18768.0,0.11,0.196,0.0909,,0.0082,0.7,1.0,,1056.01,1.21,13.34,0.99,0.99
bady_bassitt__sp,All,17677.0,0.127,0.196,0.0909,0.0057,0.0407,0.7,1.0,0.0009,655.45,1.4,15.38,0.505,0.505
bagre__pa,All,30980.0,0.0674,0.196,0.0909,0.0064,0.0211,0.7,1.0,0.0004,777.7,0.741,8.16,1.03,1.03
baixa_grande_do_ribeiro__pi,All,11702.0,0.197,0.196,0.0909,0.0012,0.0106,0.7,1.0,0.0001,1404.54,2.17,23.88,0.294,0.294
baixo_guandu__es,All,31308.0,0.146,0.196,0.0909,0.0041,0.25,0.7,1.0,0.0004,1043.0,1.61,17.87,0.366,0.366
baião__pa,All,47920.0,0.14,0.196,0.0909,0.0074,0.0127,0.7,1.0,0.0002,130.05,1.54,16.97,2.38,2.38
balneário_arroio_do_silva__sc,All,13202.0,0.144,0.196,0.0909,,0.0269,0.7,1.0,,520.2,1.58,17.38,1.11,1.11
balneário_camboriú__sc,All,143718.0,0.158,0.196,0.0909,,0.0038,0.7,1.0,,30041.55,1.73,19.08,0.433,0.433
balneário_gaivota__sc,All,11089.0,0.0751,0.196,0.0909,0.0077,0.0133,0.7,1.0,0.0012,325.12,0.826,9.09,0.478,0.478
balneário_piçarras__sc,All,23378.0,0.126,0.196,0.0909,,0.0173,0.7,1.0,,1040.4,1.39,15.25,1.29,1.29
balneário_rincão__sc,All,12888.0,0.0933,0.196,0.0909,0.0072,0.0311,0.7,1.0,0.0019,130.05,1.03,11.3,0.784,0.784
balsa_nova__pr,All,13070.0,0.112,0.196,0.0909,0.0033,0.0331,0.7,1.0,0.0006,582.62,1.24,13.6,0.464,0.464
balsas__ma,All,95836.0,0.235,0.196,0.0909,0.0012,0.045,0.7,1.0,0.0001,1641.23,2.58,28.41,0.462,0.462
banabuiú__ce,All,18379.0,0.155,0.196,0.0909,,0.0372,0.7,1.0,,2408.53,1.7,18.7,0.516,0.516
bananeiras__pb,All,21531.0,0.117,0.196,0.0909,0.0019,0.25,0.7,1.0,0.0002,236.69,1.28,14.38,0.702,0.702
bandeira__mg,All,4843.0,0.0095,0.196,0.0909,0.0012,0.138,0.7,1.0,0.0003,2104.21,0.104,1.91,0.689,0.689
bandeirantes__pr,All,31681.0,0.195,0.196,0.0909,0.0093,0.0399,0.7,1.0,0.0034,41.62,2.15,23.64,0.357,0.357
bannach__pa,All,3319.0,0.159,0.196,0.0909,0.0104,0.139,0.7,1.0,0.0017,41.62,1.75,19.34,0.836,0.836
baraúna__rn,All,28658.0,0.208,0.196,0.0909,0.0062,0.25,0.7,1.0,0.0002,0.0,2.28,25.28,2.09,2.09
barbacena__mg,All,138686.0,0.131,0.196,0.0909,0.001,0.0092,0.7,1.0,0.0,1118.43,1.45,15.91,2.43,2.43
barbalha__ce,All,61389.0,0.154,0.196,0.0909,0.0013,0.0183,0.7,1.0,0.0005,4166.8,1.69,18.62,0.305,0.305
barcarena__pa,All,125927.0,0.145,0.196,0.0909,0.0085,0.0406,0.7,1.0,0.0009,3238.24,1.6,17.6,0.752,0.752
barcelos__am,All,27777.0,0.5,0.196,0.0909,0.0013,0.186,0.7,1.0,0.0001,5045.94,5.5,60.53,1.1,1.1
bariri__sp,All,35617.0,0.0651,0.196,0.0909,0.0033,0.0647,0.7,1.0,0.0005,632.04,0.716,7.9,1.26,1.26
barra_bonita__sp,All,36487.0,0.103,0.196,0.0909,0.0031,0.0153,0.7,1.0,0.0005,782.9,1.13,12.48,0.383,0.383
barra_de_guabiraba__pe,All,14529.0,0.138,0.196,0.0909,0.0099,0.0229,0.7,1.0,0.0008,257.5,1.52,16.76,0.74,0.74
barra_de_santo_antônio__al,All,16091.0,0.065,0.196,0.0909,0.0101,0.0255,0.7,1.0,0.0006,496.79,0.715,7.88,0.874,0.874
barra_de_são_francisco__es,All,45096.0,0.139,0.196,0.0909,0.0033,0.25,0.7,1.0,0.0001,795.91,1.53,17.02,1.31,1.31
barra_de_são_miguel__al,All,8405.0,0.0759,0.196,0.0909,0.0067,0.0007,0.7,1.0,0.0004,366.74,0.835,9.19,1.21,1.21
barra_do_bugres__mt,All,35316.0,0.124,0.196,0.0909,0.0044,0.0164,0.7,1.0,0.001,442.17,1.36,15.0,0.567,0.567
barra_do_choça__ba,All,31919.0,0.222,0.196,0.0909,0.0029,0.0573,0.7,1.0,0.0009,260.1,2.44,26.84,0.383,0.383
barra_do_corda__ma,All,89094.0,0.2,0.196,0.0909,0.0014,0.0196,0.7,1.0,0.0001,1942.95,2.2,24.15,0.686,0.686
barra_do_garças__mt,All,61622.0,0.128,0.196,0.0909,0.0126,0.0268,0.7,1.0,0.001,1248.48,1.41,15.47,0.424,0.424
barra_do_piraí__rj,All,101378.0,0.102,0.196,0.0909,0.0077,0.0084,0.7,1.0,0.0007,2013.17,1.12,12.36,0.669,0.669
barra_do_ribeiro__rs,All,13626.0,0.0018,0.196,0.0909,0.0139,0.0454,0.7,1.0,0.0018,218.48,0.02,0.546,2.83,2.83
barra_do_turvo__sp,All,7736.0,0.146,0.196,0.0909,0.0091,0.0015,0.7,1.0,0.0006,26.01,1.61,17.69,1.65,1.65
barra_dos_coqueiros__se,All,30711.0,0.142,0.196,0.0909,0.0024,0.0145,0.7,1.0,0.0001,2031.38,1.56,17.2,0.376,0.376
barra_mansa__rj,All,186256.0,0.0811,0.196,0.0909,0.0085,0.0074,0.7,1.0,0.0007,3391.7,0.892,9.81,0.866,0.866
barras__pi,All,47537.0,0.229,0.196,0.0909,,0.0051,0.7,1.0,,10674.5,2.52,27.74,0.37,0.37
barreira__ce,All,22649.0,0.118,0.196,0.0909,0.0042,0.0224,0.7,1.0,0.0002,2257.67,1.3,14.28,0.952,0.952
barreiras__ba,All,156993.0,0.0961,0.196,0.0909,0.0018,0.0139,0.7,1.0,0.0002,2504.76,1.06,11.63,0.561,0.561
barreirinha__am,All,32361.0,0.198,0.196,0.0909,,0.0103,0.7,1.0,,3836.47,2.17,23.9,1.66,1.66
barreirinhas__ma,All,63153.0,0.119,0.196,0.0909,0.0083,0.0092,0.7,1.0,0.0002,990.98,1.31,14.41,0.962,0.962
barreiros__pe,All,43086.0,0.124,0.196,0.0909,0.0165,0.0035,0.7,1.0,0.0005,215.88,1.36,15.0,1.57,1.57
barretos__sp,All,123319.0,0.106,0.196,0.0909,0.0047,0.0086,0.7,1.0,0.0001,6307.42,1.17,12.86,0.486,0.486
barrinha__sp,All,33140.0,0.137,0.196,0.0909,0.0063,0.0323,0.7,1.0,0.0005,478.58,1.51,16.57,0.378,0.378
barro__ce,All,22907.0,0.144,0.196,0.0909,0.0112,0.0136,0.7,1.0,0.0005,150.86,1.58,17.41,1.42,1.42
barro_duro__pi,All,7102.0,0.157,0.196,0.0909,,0.0172,0.7,1.0,,936.36,1.73,19.0,0.313,0.313
barro_preto__ba,All,5647.0,0.158,0.196,0.0909,0.0034,0.041,0.7,1.0,0.0009,301.72,1.73,19.07,0.365,0.365
barrolândia__to,All,5688.0,0.162,0.196,0.0909,0.0047,0.0401,0.7,1.0,0.0004,41.62,1.79,19.65,0.987,0.987
barroquinha__ce,All,15167.0,0.38,0.196,0.0909,0.0014,0.0497,0.7,1.0,0.0001,4015.94,4.18,46.03,1.09,1.09
barueri__sp,All,276924.0,0.126,0.196,0.0909,0.0127,0.0041,0.7,1.0,0.0003,6182.58,1.38,15.22,1.68,1.68
barão_de_cotegipe__rs,All,6689.0,0.0523,0.196,0.0909,0.0035,0.0416,0.7,1.0,0.0012,348.53,0.576,6.35,0.725,0.725
barão_de_melgaço__mt,All,8650.0,0.166,0.196,0.0909,0.0043,0.495,0.7,1.0,,78.03,1.82,20.76,0.876,0.876
batalha__al,All,18414.0,0.0944,0.196,0.0909,0.0043,0.0147,0.7,1.0,0.0002,863.53,1.04,11.42,0.81,0.81
batalha__pi,All,27126.0,0.183,0.196,0.0909,,0.0315,0.7,1.0,,1217.27,2.01,22.09,0.847,0.847
batatais__sp,All,63133.0,0.0793,0.196,0.0909,0.0018,0.0148,0.7,1.0,0.0001,452.57,0.873,9.6,0.874,0.874
batayporã__ms,All,11442.0,0.222,0.196,0.0909,0.0109,0.25,0.7,1.0,0.001,174.27,2.45,27.06,0.478,0.478
baturité__ce,All,36108.0,0.0983,0.196,0.0909,0.0037,0.0638,0.7,1.0,0.0001,5121.37,1.08,11.92,0.837,0.837
bauru__sp,All,380586.0,0.0876,0.196,0.0909,0.0026,0.007,0.7,1.0,0.0001,11077.66,0.963,10.6,0.614,0.614
bayeux__pb,All,97849.0,0.118,0.196,0.0909,0.0094,0.25,0.7,1.0,0.0005,2850.7,1.29,14.49,1.06,1.06
baía_da_traição__pb,All,9083.0,0.153,0.196,0.0909,0.0023,0.25,0.7,1.0,0.0003,775.1,1.68,18.66,0.541,0.541
baía_formosa__rn,All,9364.0,0.313,0.196,0.0909,0.0051,0.25,0.7,1.0,0.001,0.0,3.44,37.92,0.772,0.772
bebedouro__sp,All,78271.0,0.0728,0.196,0.0909,0.0077,0.0545,0.7,1.0,0.0012,832.32,0.801,8.83,0.995,0.995
beberibe__ce,All,54109.0,0.105,0.196,0.0909,0.0036,0.0166,0.7,1.0,0.0002,4416.5,1.15,12.67,0.779,0.779
bela_cruz__ce,All,32917.0,0.241,0.196,0.0909,,0.0274,0.7,1.0,,7579.31,2.65,29.16,0.982,0.982
bela_vista_de_goiás__go,All,30275.0,0.0174,0.196,0.0909,0.0028,0.0905,0.7,1.0,0.0003,1251.08,0.192,2.33,1.14,1.14
bela_vista_de_minas__mg,All,10358.0,0.0812,0.196,0.0909,0.0088,0.0739,0.7,1.0,0.0001,88.43,0.893,9.86,0.624,0.624
bela_vista_do_maranhão__ma,All,11321.0,0.14,0.196,0.0909,0.003,0.0136,0.7,1.0,0.0001,106.64,1.54,16.98,2.25,2.25
bela_vista_do_paraíso__pr,All,15551.0,0.0876,0.196,0.0909,0.0194,0.0347,0.7,1.0,0.0019,106.64,0.963,10.6,0.817,0.817
belford_roxo__rj,All,516015.0,0.107,0.196,0.0909,0.0159,0.0009,0.7,1.0,0.0004,4231.83,1.18,12.96,1.62,1.62
belmiro_braga__mg,All,3463.0,0.152,0.196,0.0909,0.0097,0.0764,0.7,1.0,0.0001,0.0,1.67,18.4,1.53,1.53
belmonte__ba,All,23561.0,0.211,0.196,0.0909,0.0016,0.0243,0.7,1.0,0.0002,192.47,2.32,25.54,0.614,0.614
belo_horizonte__mg,All,2.537191e6,0.151,0.196,0.0909,0.0018,0.0217,0.7,1.0,0.0001,47723.15,1.66,18.22,0.316,0.316
belo_jardim__pe,All,77203.0,0.264,0.196,0.0909,0.008,0.016,0.7,1.0,0.001,561.82,2.9,31.89,0.236,0.236
belo_oriente__mg,All,26967.0,0.131,0.196,0.0909,0.0027,0.0217,0.7,1.0,0.0002,1373.33,1.44,15.84,0.288,0.288
belo_vale__mg,All,7792.0,0.28,0.196,0.0909,0.0043,0.0298,0.7,1.0,0.0013,127.45,3.08,33.84,0.308,0.308
belterra__pa,All,17909.0,0.295,0.196,0.0909,0.0127,0.0751,0.7,1.0,0.0002,88.43,3.24,35.66,0.835,0.835
belágua__ma,All,7544.0,0.163,0.196,0.0909,0.001,0.0012,0.7,1.0,0.0,0.0,1.8,19.77,1.53,1.53
belém__al,All,4387.0,0.0048,0.196,0.0909,0.0053,0.049,0.7,1.0,0.0005,325.12,0.0532,0.795,2.4,2.4
belém__pa,All,1.507672e6,0.133,0.196,0.0909,0.0147,0.0065,0.7,1.0,0.0005,33506.08,1.47,16.13,2.38,2.38
belém__pb,All,17853.0,0.124,0.196,0.0909,0.0015,0.25,0.7,1.0,0.0002,1901.33,1.37,15.29,0.543,0.543
belém_do_piauí__pi,All,3602.0,0.103,0.196,0.0909,0.0036,0.0456,0.7,1.0,0.0007,187.27,1.13,12.44,0.999,0.999
beneditinos__pi,All,10572.0,0.244,0.196,0.0909,0.0049,0.0771,0.7,1.0,0.0012,93.64,2.69,29.55,0.409,0.409
benevides__pa,All,63364.0,0.143,0.196,0.0909,0.0061,0.0187,0.7,1.0,0.0001,1511.18,1.57,17.32,1.45,1.45
benjamin_constant__am,All,43414.0,0.5,0.196,0.0909,0.0012,0.0121,0.7,1.0,0.0,2218.65,5.5,60.47,1.08,1.08
bento_gonçalves__rs,All,121659.0,0.155,0.196,0.0909,0.0038,0.022,0.7,1.0,0.0001,4174.6,1.71,18.77,0.729,0.729
bequimão__ma,All,21493.0,0.113,0.196,0.0909,0.0083,0.0254,0.7,1.0,0.0002,345.93,1.25,13.73,1.38,1.38
bernardo_do_mearim__ma,All,6103.0,0.136,0.196,0.0909,0.0066,0.0104,0.7,1.0,0.0002,44.22,1.5,16.47,1.97,1.97
bertioga__sp,All,63881.0,0.131,0.196,0.0909,0.0035,0.0453,0.7,1.0,0.0003,3178.42,1.45,15.92,0.547,0.547
beruri__am,All,19876.0,0.261,0.196,0.0909,,0.0492,0.7,1.0,,1009.19,2.87,31.54,2.63,2.63
betim__mg,All,443733.0,0.123,0.196,0.0909,0.0031,0.0789,0.7,1.0,0.0004,10643.29,1.35,14.87,0.556,0.556
betânia__pe,All,12846.0,0.134,0.196,0.0909,0.0083,0.0216,0.7,1.0,0.0009,65.02,1.47,16.2,0.547,0.547
bezerros__pe,All,61406.0,0.122,0.196,0.0909,0.0095,0.0098,0.7,1.0,0.0006,777.7,1.34,14.72,0.388,0.388
biguaçu__sc,All,69166.0,0.144,0.196,0.0909,,0.0154,0.7,1.0,,4031.55,1.59,17.48,0.376,0.376
birigui__sp,All,124874.0,0.1,0.196,0.0909,0.005,0.0157,0.7,1.0,0.0004,2270.67,1.1,12.13,0.503,0.503
biritiba-mirim__sp,All,32924.0,0.109,0.196,0.0909,0.0116,0.0042,0.7,1.0,0.0007,275.71,1.2,13.21,0.955,0.955
blumenau__sc,All,360771.0,0.117,0.196,0.0909,,0.0195,0.7,1.0,,39275.1,1.29,14.15,0.528,0.528
boa_esperança__es,All,15187.0,0.15,0.196,0.0909,0.0029,0.25,0.7,1.0,0.0002,798.51,1.65,18.34,0.426,0.426
boa_esperança__mg,All,40528.0,0.0409,0.196,0.0909,0.007,0.0182,0.7,1.0,0.0002,645.05,0.45,4.95,1.34,1.34
boa_esperança_do_sul__sp,All,15072.0,0.11,0.196,0.0909,0.0051,0.0346,0.7,1.0,0.0002,98.84,1.21,13.27,0.822,0.822
boa_viagem__ce,All,55015.0,0.134,0.196,0.0909,0.0053,0.0153,0.7,1.0,0.0004,751.69,1.48,16.27,1.19,1.19
boa_vista__pb,All,7122.0,0.161,0.196,0.0909,0.0027,0.25,0.7,1.0,,0.0,1.78,19.73,3.14,3.14
boa_vista__rr,All,403205.0,0.33,0.196,0.0909,0.0032,0.0405,0.7,1.0,0.0001,0.0,3.63,39.94,1.53,1.53
boa_vista_da_aparecida__pr,All,7667.0,0.158,0.196,0.0909,0.0044,0.0249,0.7,1.0,0.0001,20.81,1.74,19.17,1.46,1.46
boa_vista_do_ramos__am,All,19399.0,0.13,0.196,0.0909,,0.0181,0.7,1.0,,2218.65,1.43,15.75,0.559,0.559
boca_da_mata__al,All,27554.0,0.111,0.196,0.0909,0.0029,0.0267,0.7,1.0,0.0001,2374.71,1.22,13.45,0.603,0.603
boca_do_acre__am,All,34651.0,0.199,0.196,0.0909,0.001,0.0113,0.7,1.0,0.0,2119.81,2.19,24.07,1.54,1.54
bocaina__sp,All,12452.0,0.143,0.196,0.0909,0.0052,0.0143,0.7,1.0,0.0003,101.44,1.57,17.28,2.07,2.07
bocaiúva__mg,All,50479.0,0.0011,0.196,0.0909,0.0012,0.0537,0.7,1.0,0.0003,2101.61,0.0118,0.605,1.78,1.78
bocaiúva_do_sul__pr,All,13073.0,0.0472,0.196,0.0909,0.0074,0.0705,0.7,1.0,0.0013,171.67,0.519,5.76,1.05,1.05
bodocó__pe,All,38527.0,0.0554,0.196,0.0909,0.0104,0.0298,0.7,1.0,0.0013,343.33,0.609,6.71,0.932,0.932
bofete__sp,All,11847.0,0.0725,0.196,0.0909,0.008,0.0441,0.7,1.0,0.0004,252.3,0.797,8.78,1.05,1.05
boituva__sp,All,61607.0,0.0923,0.196,0.0909,0.0038,0.0206,0.7,1.0,0.0002,1714.06,1.02,11.18,0.644,0.644
bom_conselho__pe,All,49040.0,0.126,0.196,0.0909,0.0075,0.0076,0.7,1.0,0.0014,494.19,1.38,15.19,0.459,0.459
bom_despacho__mg,All,51111.0,0.111,0.196,0.0909,,0.0443,0.7,1.0,,858.33,1.22,13.48,0.42,0.42
bom_jardim__ma,All,42046.0,0.0735,0.196,0.0909,0.0019,0.022,0.7,1.0,0.0002,3131.6,0.809,8.9,0.821,0.821
bom_jardim__pe,All,39576.0,0.124,0.196,0.0909,0.015,0.0335,0.7,1.0,0.0015,455.17,1.37,15.06,0.506,0.506
bom_jardim__rj,All,27720.0,0.12,0.196,0.0909,0.0048,0.007,0.7,1.0,0.0002,176.87,1.33,14.58,1.3,1.3
bom_jesus__pi,All,25431.0,0.157,0.196,0.0909,,0.02,0.7,1.0,,8146.33,1.73,19.04,0.664,0.664
bom_jesus__rn,All,10312.0,0.249,0.196,0.0909,0.0045,0.25,0.7,1.0,0.001,0.0,2.74,30.22,1.16,1.16
bom_jesus_das_selvas__ma,All,34368.0,0.17,0.196,0.0909,,0.0269,0.7,1.0,,1771.28,1.87,20.55,0.652,0.652
bom_jesus_de_goiás__go,All,25468.0,0.103,0.196,0.0909,0.0029,0.0227,0.7,1.0,,236.69,1.13,12.41,0.57,0.57
bom_jesus_do_galho__mg,All,15084.0,0.0353,0.196,0.0909,0.0287,0.0324,0.7,1.0,0.0002,127.45,0.388,4.29,0.977,0.977
bom_jesus_do_itabapoana__rj,All,37467.0,0.103,0.196,0.0909,0.002,0.0159,0.7,1.0,0.0003,814.11,1.13,12.42,0.568,0.568
bom_jesus_do_norte__es,All,10035.0,0.2,0.196,0.0909,0.0022,0.25,0.7,1.0,0.0005,306.92,2.2,24.36,0.196,0.196
bom_princípio_do_piauí__pi,All,5686.0,0.0566,0.196,0.0909,0.0027,0.0233,0.7,1.0,0.0002,374.54,0.623,6.86,1.81,1.81
bom_retiro_do_sul__rs,All,12451.0,0.128,0.196,0.0909,0.0019,0.0094,0.7,1.0,0.0001,85.83,1.41,15.52,1.77,1.77
bonfim__mg,All,6937.0,0.129,0.196,0.0909,0.0066,0.0494,0.7,1.0,0.0006,85.83,1.42,15.66,0.599,0.599
bonfim__rr,All,12533.0,0.264,0.196,0.0909,0.004,0.0182,0.7,1.0,0.0003,0.0,2.9,31.93,1.2,1.2
bonfinópolis__go,All,9803.0,0.257,0.196,0.0909,0.0062,0.0683,0.7,1.0,0.0006,174.27,2.83,31.15,0.55,0.55
bonito__pa,All,16449.0,0.113,0.196,0.0909,0.0049,0.0112,0.7,1.0,0.0002,452.57,1.24,13.65,1.31,1.31
bonito__pe,All,38515.0,0.111,0.196,0.0909,0.0192,0.0274,0.7,1.0,0.0007,301.72,1.22,13.47,0.919,0.919
boqueirão__pb,All,17982.0,0.107,0.196,0.0909,0.0017,0.25,0.7,1.0,0.0004,798.51,1.18,13.23,0.43,0.43
boqueirão_do_piauí__pi,All,6471.0,0.0014,0.196,0.0909,,0.0937,0.7,1.0,,2434.54,0.0152,1.04,1.37,1.37
boquim__se,All,27084.0,0.101,0.196,0.0909,0.0105,0.007,0.7,1.0,0.0013,624.24,1.11,12.17,0.567,0.567
borba__am,All,41573.0,0.173,0.196,0.0909,0.0026,0.0317,0.7,1.0,0.0002,1867.52,1.91,20.98,0.972,0.972
botelhos__mg,All,15121.0,0.0031,0.196,0.0909,0.0048,0.0372,0.7,1.0,0.0004,343.33,0.0339,0.553,2.24,2.24
botucatu__sp,All,147962.0,0.133,0.196,0.0909,0.0028,0.0066,0.7,1.0,0.0001,2218.65,1.47,16.13,0.863,0.863
braganey__pr,All,5481.0,0.122,0.196,0.0909,0.0051,0.0233,0.7,1.0,0.0003,109.24,1.34,14.75,0.784,0.784
bragança__pa,All,128963.0,0.147,0.196,0.0909,0.007,0.011,0.7,1.0,0.0002,1685.45,1.62,17.84,2.38,2.38
bragança_paulista__sp,All,170355.0,0.108,0.196,0.0909,0.0029,0.0129,0.7,1.0,0.0003,2928.73,1.19,13.09,0.532,0.532
branquinha__al,All,10599.0,0.0997,0.196,0.0909,0.0039,0.0259,0.7,1.0,0.002,325.12,1.1,12.07,1.1,1.1
brasil_novo__pa,All,15237.0,0.127,0.196,0.0909,0.0011,0.0128,0.7,1.0,0.0001,1295.3,1.4,15.43,0.426,0.426
brasilândia__ms,All,11991.0,0.204,0.196,0.0909,0.0104,0.25,0.7,1.0,0.0019,65.02,2.24,24.82,0.202,0.202
brasiléia__ac,All,26541.0,0.13,0.196,0.0909,0.0023,0.25,0.7,1.0,0.0001,1812.9,1.43,15.92,0.435,0.435
brasília__df,All,3.045421e6,0.123,0.196,0.0909,0.003,0.0027,0.7,1.0,0.0,144701.43,1.35,14.88,0.179,0.179
braço_do_norte__sc,All,33784.0,0.17,0.196,0.0909,,0.0106,0.7,1.0,,4551.75,1.88,20.63,0.309,0.309
braúna__sp,All,5743.0,0.003,0.196,0.0909,0.0078,0.0385,0.7,1.0,0.0017,226.29,0.0331,0.559,5.05,5.05
brejinho__rn,All,12826.0,0.276,0.196,0.0909,0.0036,0.25,0.7,1.0,0.0008,0.0,3.04,33.57,0.904,0.904
brejinho_de_nazaré__to,All,5552.0,0.197,0.196,0.0909,0.007,0.0755,0.7,1.0,,65.02,2.16,23.79,0.454,0.454
brejo__ma,All,36761.0,0.273,0.196,0.0909,0.0044,0.0424,0.7,1.0,0.0005,150.86,3.0,33.04,0.514,0.514
brejo_da_madre_de_deus__pe,All,51249.0,0.141,0.196,0.0909,0.0041,0.016,0.7,1.0,0.0001,949.36,1.55,17.06,0.497,0.497
brejo_do_cruz__pb,All,14263.0,0.118,0.196,0.0909,0.0013,0.25,0.7,1.0,0.0002,603.43,1.3,14.56,0.506,0.506
brejo_grande__se,All,8392.0,0.276,0.196,0.0909,0.0098,0.0981,0.7,1.0,0.0001,0.0,3.03,33.39,0.527,0.527
brejo_santo__ce,All,49972.0,0.123,0.196,0.0909,0.0015,0.0243,0.7,1.0,0.0001,2158.83,1.35,14.86,0.421,0.421
breu_branco__pa,All,66706.0,0.0922,0.196,0.0909,0.0118,0.015,0.7,1.0,0.0003,647.65,1.01,11.16,1.03,1.03
breves__pa,All,103728.0,0.128,0.196,0.0909,0.0087,0.0319,0.7,1.0,0.0003,3519.15,1.41,15.49,1.14,1.14
brodowski__sp,All,25188.0,0.12,0.196,0.0909,0.0028,0.0111,0.7,1.0,0.0002,330.33,1.32,14.56,0.58,0.58
brumado__ba,All,67867.0,0.0936,0.196,0.0909,0.0023,0.0144,0.7,1.0,0.0002,993.58,1.03,11.33,0.494,0.494
brusque__sc,All,136070.0,0.112,0.196,0.0909,,0.0262,0.7,1.0,,7217.77,1.23,13.51,0.522,0.522
bueno_brandão__mg,All,11111.0,0.18,0.196,0.0909,0.0188,0.0739,0.7,1.0,0.0022,44.22,1.98,21.81,0.523,0.523
buenos_aires__pe,All,13287.0,0.116,0.196,0.0909,0.014,0.0128,0.7,1.0,0.0005,65.02,1.28,14.03,1.75,1.75
buenópolis__mg,All,10469.0,0.104,0.196,0.0909,0.0011,0.0447,0.7,1.0,0.0,858.33,1.15,12.63,0.925,0.925
